path	sha256	doc_id
docs/knowledge-base/01_conversations/readable/rollout-2026-08-28T14-41-27-01a0471a-1689-7270-8dc5-f2bf084e4db9.md	9899e55cb849d3ae6f31fd74adfb12562e94f24d15a8ecf023ed2e95ec11cefa	-
docs/knowledge-base/01_conversations/readable/rollout-2026-08-29T14-00-01-01a0471a-1689-7270-8dc5-f2bf084e4db9_01a04c1a-86bd-7960-9db5-80ae486d1bd4.md	1922b4ea1b3a752be450f8d60b27d6c6fc22516a4a019822997e0065273e2b90	-
docs/knowledge-base/02_research/2026-09-11-finance-knowledge-map.md	79a3765df24b9c3b9ff6ed3996061c7b3b684768360dae9193af00d5367605ce	-
docs/knowledge-base/02_research/INDEX.md	ecb84f8637f47a30c82637e06da750adba1da9ad1147f13ec33995f05084748f	-
docs/knowledge-base/02_research/synthesis/2026-08-29-Finance_Intelligence_OS_系统研究结论.md	3744e3d6591d1f76d73c84ac39168fb24b2a8351b95bfe1c90fe171c9e77c569	-
docs/knowledge-base/02_research/synthesis/2026-09-05-会计与财务指标知识库_设计草案.md	3cf0812a41b0f042edc3faa025e7ccacfbff537132678d7f1528c23261b78f17	-
docs/knowledge-base/02_research/synthesis/2026-09-05-指标库初始目录_v0_草案.md	e18c2d20a363d8c60838f96f3951c4d1965cfc2b6a105786897248c48d86f1fb	-
docs/knowledge-base/02_research/synthesis/2026-09-06-FineBI财务经营分析看板_架构借鉴分析.md	95e2989c29088c061974799229163edd10faed271e6402385afd6ddac1010584	-
docs/knowledge-base/02_research/synthesis/2026-09-06-经营分析轨数据定义_v0_草案.md	737382454faacd519bed1de73359c486a1b6b63e0877374a811614301e03d0d1	-
docs/knowledge-base/02_research/synthesis/2026-09-06-财务分析十指标文章_借鉴升级清单.md	5fccd431b80708bd7f1501bce6a7579d49e3f228e795aeb66c36db75dd6006e6	-
docs/knowledge-base/02_research/synthesis/2026-09-07-reference-and-improvement-master.md	3c506307ce891067db1cdb2d8ed3a07b6b4ec9dcd5b0331e9a87d9f5fcfba371	-
docs/knowledge-base/02_research/synthesis/2026-09-09-15-models-assessment.md	22195bf869b22f16cf1e9ee98e81a1db5f6186321df90f4fe17cb89b7a2bb733	-
docs/knowledge-base/02_research/synthesis/2026-09-09-break-even-tool-assessment.md	2c54d3060d73b2712414a1f76c26c82923e4f73718af8bde3b90b64e9208f8af	-
docs/knowledge-base/02_research/synthesis/2026-09-09-finance-cockpit-pbi-assessment.md	23b91528e4b82b8e4a034f3d598d9e757167de3cea13bb4af733ea683785017f	-
docs/knowledge-base/02_research/synthesis/2026-09-09-metric-linkage-assessment.md	9d7190694725aedd362890a1bd987872bb3fcfc01b881bc7142385da5b6884de	-
docs/knowledge-base/02_research/synthesis/2026-09-09-open-source-bi-assessment.md	5e503d3db74039944534e0e85487ec784115d3df6f1f6221c750bf95ed5debbe	-
docs/knowledge-base/02_research/synthesis/2026-09-09-operations-sop-assessment.md	e3003bb54491f4aee02b18e8c6e5cc90a93c44b92730136e2b24ebe41114e584	-
docs/knowledge-base/02_research/synthesis/2026-09-09-report-4steps-assessment.md	17956877f9a7fea8f788c0cecea7029b88c77f7f97db3a11e8c8ad83078379cf	-
docs/knowledge-base/02_research/synthesis/2026-09-11-25-indicators-assessment.md	fe0a1e81bdfa74bb1d35f5f47df602f122cbf764292e94b205b215ab1941a8ba	-
docs/knowledge-base/02_research/synthesis/2026-09-12-16-bp26-assessment.md	c01142aa3732699aa9ff877822e63911f3df304e36c53d42a6fe98c123489f41	-
docs/knowledge-base/02_research/synthesis/2026-09-12-17-bp-collaboration-assessment.md	494031a4ba32bda2bc308ab1f9989c1d0110886c893339f7d4cc96ad4a8265e9	-
docs/knowledge-base/02_research/synthesis/2026-09-12-18-flash-report-assessment.md	d9665ae7a05193343d91ed6df25efb2b96815e517ad44931dcdb4def20757519	-
docs/knowledge-base/02_research/synthesis/2026-09-12-obsidian-internal-kb-assessment.md	5b183c0bb3fd5c5e5a7cfd7ef312ace9578d639832eb1cf358f6fda8224b3b7e	-
docs/knowledge-base/02_research/synthesis/2026-09-12-obsidian-scan/A-finance.md	742894aec15b71c65329a6e9dd12a8929c8216e0c9d26fbb7129ebb0209ae732	-
docs/knowledge-base/02_research/synthesis/2026-09-12-obsidian-scan/B-management.md	9dfd73daede3c13e3bd575ad2ca64c19b09ebd582d2b18d708cac021b067bbcb	-
docs/knowledge-base/02_research/synthesis/2026-09-12-obsidian-scan/C-logistics.md	385069dbb1cc7219b1ed5197c4b029e11c2f68ffc1f206969230f771fbb66a4b	-
docs/knowledge-base/02_research/synthesis/2026-09-12-obsidian-scan/D-wiki.md	deb2c31551b3e2cdc921f85b8310dc54976cee2ed0aea5583af126f0e8829b6a	-
docs/knowledge-base/02_research/synthesis/2026-09-12-obsidian-scan/W1-wechat-vertical.md	260d8b1483a26c8d6e54c155b3e6f4f72f07755499fe17ebea90b1aea8cac9ac	-
docs/knowledge-base/02_research/synthesis/2026-09-12-obsidian-scan/W2-wechat-analysis.md	144e5420d902cc992514a28aa0dfbce62c5844c409be2f6fab4833d046a7f136	-
docs/knowledge-base/02_research/synthesis/2026-09-12-obsidian-scan/W3-wechat-general.md	a883e6891f936c052c9a6a427d27259afe5a663793e7e10123d18e6eb96e4782	-
docs/knowledge-base/02_research/synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	d1b259d23e0a76e0dd5f5940b9b5558cc1a90ed8d5111f1fcce432854f09e2b1	-
docs/knowledge-base/03_assets/IMAGE_CATALOG.md	c47a514dc0fd3fd9df3f604566b41537981e6fabff7042e1b5af54a2c7c092a0	-
docs/knowledge-base/04_decisions/CHANGE_IMPACT_MAP.md	1ed5641b9c50e681b4e562281823e6b5006700d48837c8df0d91bbf762739a1d	-
docs/knowledge-base/04_decisions/DECISION_LOG.md	5310f753365fc3687da8ab07960173b99dcfb1fb21e668c66d6cb143b99902c6	-
docs/knowledge-base/05_design/PROTOTYPE_INDEX.md	002dea73e7e1cd6f225f01e3dff3874c704bb41d234567b1ab450aae365818d2	-
docs/knowledge-base/06_sources/LINK_CATALOG.md	d6afc8ae3e882b23ffe0d1349b3cf651608a9b23ad33c8ad3549fc78c8f88ce9	-
docs/knowledge-base/06_sources/SOURCE_CATALOG.md	94ce399b50a0dc60ebd63539d73fe2f1d3d836ce0d397f6d85e9a0c87649c2ed	-
docs/knowledge-base/07_handoff/2026-09-07-machine-handoff-p03-plan.md	19fc41430dd99d853ca2682f88acbf0f9fbac823b013ec18ea9ee6591a600de9	-
docs/knowledge-base/07_handoff/CONTINUATION_GUIDE.md	4777507f8e40b67ede2c051ba671ee7a91b3b0d595fc1a45c2567398a63d07fb	-
docs/knowledge-base/07_handoff/RESTART_PROMPTS.md	597bfaa3ae2641aaba0b5e789ffbaf3417023d3d8975cdcb50855e085f19666d	-
docs/knowledge-base/09_competitive/C01-powerbi.md	dd9cef4dec4b4a8aea167cc958c107206c4b85c4a12160ad8baf0956c67b916a	-
docs/knowledge-base/09_competitive/C02-tableau.md	262d1335aa6aaf5efb537a762f9e5bf93f1d254578437c145642079583e77249	-
docs/knowledge-base/09_competitive/C03-qlik-sense.md	92b7f1a504a7126ed56c22387ed7299708f347cf9525085856ed47e953f05600	-
docs/knowledge-base/09_competitive/C04-sap-analytics-cloud.md	2b1e8b44cefa5bcbb87863e6d2f464fb938b9f4f0ce3fd78db6e3055af066e78	-
docs/knowledge-base/09_competitive/C05-looker.md	3ab2a159070f0e3949c36796552e52fdbaf156cbab182d5290065be7ffc9f570	-
docs/knowledge-base/09_competitive/C06-finebi.md	ed3a54592cf4e1c4b7e12e27fd501c7a243caf2b9323d472363419e0db541e23	-
docs/knowledge-base/09_competitive/C07-quickbi.md	74ee8f8aec9d932c3a814925c8e238516f47e860f71c4046a60e9519cea2b1d0	-
docs/knowledge-base/09_competitive/C08-guanduan.md	f75a3ae531aedc41bc1c68ff4a60889fbd2d5c9676b4fdc2cc17a35120a57268	-
docs/knowledge-base/09_competitive/C09-yonghong.md	0b6c8c725bcda32b579819be30d6be5a9985aa13e2f57957de3fe74801a0a516	-
docs/knowledge-base/09_competitive/C10-wangyi-youshu.md	ec623617ff28ff71b96300398f5569fba5e5e021cc70c39a93c75b98547e6961	-
docs/knowledge-base/09_competitive/C11-anaplan.md	274ca16317d8c4c9a1c4aeb20c98513d6d1b5bc6b7a46dce0a35f35da7c559be	-
docs/knowledge-base/09_competitive/C12-board.md	e217ab032d5d67973edbb7be0b9e66833c2ce98fdc80cea571425a64b188fb59	-
docs/knowledge-base/09_competitive/C13-workday-adaptive.md	3e5403b3f57e6143298ad558825d8b994e3ef826b51a14da00017ab2d8b5e201	-
docs/knowledge-base/09_competitive/C14-pigment.md	2fe7847469a2e87c158736e79d8622d0cf352e74f658558f27dc0e59ab68776d	-
docs/knowledge-base/09_competitive/C15-xiansheng.md	82bb042c6e8f38d8e876a880e1b9796d409b53d72b1bfd2a4d6b54997e2cf735	-
docs/knowledge-base/09_competitive/C16-metabase.md	a48ee87206dab0db9579f89194c1fcd7a53e47fbe0794e4a3a2d9aa5d43f6bc1	-
docs/knowledge-base/09_competitive/C17-superset.md	030686b9b7b85f0e2d2643dd42ad19c307787de955d7dc0a30cfdc50187eca78	-
docs/knowledge-base/09_competitive/C18-redash.md	93c99df679639c960cc2931298275423f660c44218111902be8274eae50412e0	-
docs/knowledge-base/09_competitive/C19-dataease.md	11c1d009302373d407aacdaf15b275ea1e9bfd2072534343be12e5eddb7c97f5	-
docs/knowledge-base/09_competitive/C20-jimu-report.md	fa86fc4e8fe4899554d17f91a7a58424208d2159ab0e1cb276d58164fc24a490	-
docs/knowledge-base/09_competitive/INDEX.md	eaa05df9741f855a36f2bfeb23c22044d0456ef7292af14dcb7c8d45c5190cc3	-
docs/knowledge-base/README.md	68c8daeb75ed07b96743d599dec2f9071b4565cc98bffa0f329df6b9776ae1bb	-
docs/metrics/flow-v1-metrics.md	87c25edc64384c1bcd918d02866257a0fc80058f24bce14cfd3e845db5dcbb91	-
docs/operations/authentication.md	01ca7bbbdf0dc642145bd574c0b1a24527a0e599a70bd0b1fffd7e9fc7cdff4b	-
docs/reviews/2026-09-04-project-code-review.md	7b7db8a1739d02bae3ffbaa3ece5733a5cfccefd52d191146a49047327beb2e0	-
docs/reviews/2026-09-04-synced-project-code-review.md	f4aebf96228cd9ebf822c2e77daaf15a886c16d778c645955630ade9bcad003c	-
docs/superpowers/plans/2026-08-30-flow-v1-master-roadmap.md	e272faada0a87f7382ddefcaa7fd9389bb10129b4f8f360a36b8ec2ef3674efc	-
docs/superpowers/plans/2026-08-30-flow-v1-phase-1-foundation.md	bb1e66beb4b24e958b89470a61de70333ca594f4765ff2df9a987bb135f00d11	-
docs/superpowers/plans/2026-08-30-flow-v1-phase-2-data-contract.md	bce8db26a48e6591d0e155b5ce5f7aa121c4c1f597c7b5fe46366eed07401af1	-
docs/superpowers/plans/2026-08-30-flow-v1-phase-3-intake.md	554f9f9c801d44af6f006c029fac95f5b9951b1b39e6a09b32884c5847a94050	-
docs/superpowers/plans/2026-08-30-flow-v1-phase-4-metrics.md	6040a269ebcb40f1f920a59271fb193597059d95d3feeb0fd9e756c9d5ca2d01	-
docs/superpowers/plans/2026-08-30-flow-v1-phase-6-dashboard.md	20da72a1560997a37d193580514aca3a4b5c25d57cbace75ca734cd68a91c149	-
docs/superpowers/plans/2026-09-01-flow-v1-phase-5-analysis.md	dab587d933ea73c81f01acd363f74157cc75370d3ecaa76a380cb9cadb5d1299	-
docs/superpowers/plans/2026-09-02-flow-pilot-readiness-phase-1-user-closure.md	9da33a3ee4da36b34d986b1affefe6f559f613eb3ec1101ec7822af1ba4d2e00	-
docs/superpowers/plans/2026-09-02-flow-v0.1.1-baseline-repair.md	219f5cf33bfc0428df166ae6a074c6c379211a86049e8d6da029bf9bbdfa896e	-
docs/superpowers/plans/2026-09-02-flow-v1-phase-7-investigation.md	adac7b08ffb8fe638a9f17b7566397cb77b0f19f93ef1149d01e635294793fe2	-
docs/superpowers/plans/2026-09-02-flow-v1-phase-8-copilot.md	655544042d37384661abf4d9a103680d9a954b1b87f0860674b437864a79e21d	-
docs/superpowers/plans/2026-09-02-flow-v1-phase-9-publishing.md	185b0f147dc526c2fa94bb5c15e064134dbf028a0a83c6eb4209603553d82b9d	-
docs/superpowers/plans/2026-09-03-flow-pilot-readiness-phase-2-security-deployment.md	402a7e2e500d84d6b7c00f3b1d99acdef00920b5600136533669780b1f038def	-
docs/superpowers/plans/2026-09-04-review-repairs.md	19d369f141904975a35ff00ed34b3727f698d5a9993c0163027b81ec33b0e76b	-
docs/superpowers/plans/2026-09-06-finance-track-master-plan.md	0bcbbfe33f35497db6833d17023c4924124323f15edb8a9430dec936a3b9e1bd	-
docs/superpowers/plans/2026-09-06-objective-financial-analysis-master-plan.md	395833d529da2e00ab45ece3820443b25bb692bb0799f80dc011397702e80fd2	-
docs/superpowers/plans/2026-09-07-next-stage-upgrade-plan.md	6f5ab81327730e3b83594a400a94cc5931b8001658496f461c8e9edec9cf4cba	-
docs/superpowers/plans/2026-09-07-unified-next-plan.md	c3a34070669a09a6f9486815b446ae6fc0f54ba26bc0a98f66bff3ccd21bf60f	-
docs/superpowers/plans/2026-09-07-v11-evidence-decision-pack.md	94d612a13b09042bdd4badd1ce4cf9a6d59890354c6d0df9b60bf7f9bd4d2057	-
docs/superpowers/plans/2026-09-09-operations-track-plan.md	49c38a49247c42bb9c31d32f0db16d7430f8d0207e3a4763e47eacbbf950e4a1	-
docs/superpowers/specs/2026-08-29-flow-v1-design.md	59b314ead3fc895bd346ce9dfe0b6c167a4aa703115ef9d73a3dff2b6cd6f897	-
docs/superpowers/specs/2026-09-01-flow-v1-phase-5-analysis-design.md	f609c7d0e19fb8b4db95e7ddfcc76be628e23b79374dbdbac63b648b58eb89ff	-
docs/superpowers/specs/2026-09-01-flow-v1-phase-6-dashboard-design.md	af8913e98d982b1ea09c6ee0392e4f89881dda9648bcce39e41024f7ec515337	-
docs/superpowers/specs/2026-09-04-review-repairs-design.md	3acda2722b8497f0d3899c47e9991be755e53327ba3784de085431004158a6a4	-
docs/superpowers/specs/2026-09-05-flow-metric-dictionary-design.md	4f9ad4a48866d1e368fc3c30ef1d188fbbadffd08f87514321b76074c6f5ce44	-
docs/superpowers/specs/2026-09-06-objective-financial-analysis-direction.md	fbf9ab54a4c90ad9115da9210a7cc0ee258f238cf20ad3c6f7c1e869d54576c1	-
docs/superpowers/specs/2026-09-09-operations-track-methodology.md	889c9a84558f69c03cffed1bd0d6dfbc0c3cdd6d2635e86df8816051d902bf2f	-
docs/superpowers/specs/financial-facts-contract.md	e2a10a26cbd3bbbd9f686a0f0946fb9541a55c158105c22d231816279c6789ac	-
validation/financial_reports/README.md	94d3f7f4407eedf3cbed5e3554c751949f0497412444e2a5bf9b55fa99b699a8	-
validation/financial_reports/oracle-register.md	84e54b868c00c8897de415d7942fd0afd7551881898478b15c4d1e76a1f19727	-
