path	disposition	target_path	batch	notes
docs/implementation/p5/alibaba_2019fy_statements.yaml	keep	docs/implementation/p5/alibaba_2019fy_statements.yaml	M5	机器消费者路径（计划 §1.4）
docs/implementation/p5/alibaba_2020fy_statements.yaml	keep	docs/implementation/p5/alibaba_2020fy_statements.yaml	M5	机器消费者路径（计划 §1.4）
docs/implementation/p5/alibaba_2021fy_statements.yaml	keep	docs/implementation/p5/alibaba_2021fy_statements.yaml	M5	机器消费者路径（计划 §1.4）
docs/implementation/p5/alibaba_2022fy_statements.yaml	keep	docs/implementation/p5/alibaba_2022fy_statements.yaml	M5	机器消费者路径（计划 §1.4）
docs/implementation/p5/alibaba_2023fy_statements.yaml	keep	docs/implementation/p5/alibaba_2023fy_statements.yaml	M5	机器消费者路径（计划 §1.4）
docs/implementation/p5/alibaba_2024fy_statements.yaml	keep	docs/implementation/p5/alibaba_2024fy_statements.yaml	M5	机器消费者路径（计划 §1.4）
docs/implementation/p5/alibaba_2025fy_statements.yaml	keep	docs/implementation/p5/alibaba_2025fy_statements.yaml	M5	机器消费者路径（计划 §1.4）
docs/implementation/p5/alibaba_2026fy_statements.yaml	keep	docs/implementation/p5/alibaba_2026fy_statements.yaml	M5	机器消费者路径（计划 §1.4）
docs/implementation/p5/cainiao_2021fy_statements.yaml	keep	docs/implementation/p5/cainiao_2021fy_statements.yaml	M5	机器消费者路径（计划 §1.4）
docs/implementation/p5/cainiao_2022fy_statements.yaml	keep	docs/implementation/p5/cainiao_2022fy_statements.yaml	M5	机器消费者路径（计划 §1.4）
docs/implementation/p5/cainiao_2023fy_statements.yaml	keep	docs/implementation/p5/cainiao_2023fy_statements.yaml	M5	机器消费者路径（计划 §1.4）
docs/implementation/p5/cainiao_operating_metrics.yaml	keep	docs/implementation/p5/cainiao_operating_metrics.yaml	M5	机器消费者路径（计划 §1.4）
docs/implementation/p5/cainiao_segment_series.yaml	keep	docs/implementation/p5/cainiao_segment_series.yaml	M5	机器消费者路径（计划 §1.4）
docs/implementation/p5/item_alias_map_v0.yaml	keep	docs/implementation/p5/item_alias_map_v0.yaml	M5	机器消费者路径（计划 §1.4）
docs/implementation/p5/jdl_2025fy_statements.yaml	keep	docs/implementation/p5/jdl_2025fy_statements.yaml	M5	机器消费者路径（计划 §1.4）
docs/implementation/p5/metric_coverage_matrix.md	keep	docs/implementation/p5/metric_coverage_matrix.md	M5	机器消费者路径（计划 §1.4）
docs/implementation/p5/sf_2026q1_diff_report.md	keep	docs/implementation/p5/sf_2026q1_diff_report.md	M5	机器消费者路径（计划 §1.4）
docs/implementation/p5/sf_2026q1_report_view.html	keep	docs/implementation/p5/sf_2026q1_report_view.html	M5	机器消费者路径（计划 §1.4）
docs/implementation/p5/sf_2026q1_statements.yaml	keep	docs/implementation/p5/sf_2026q1_statements.yaml	M5	机器消费者路径（计划 §1.4）
docs/implementation/p5/statement_facts.yaml	keep	docs/implementation/p5/statement_facts.yaml	M5	机器消费者路径（计划 §1.4）
docs/implementation/p5/tencent_2026q2_report_view.html	keep	docs/implementation/p5/tencent_2026q2_report_view.html	M5	机器消费者路径（计划 §1.4）
docs/implementation/p5/tencent_2026q2_statements.yaml	keep	docs/implementation/p5/tencent_2026q2_statements.yaml	M5	机器消费者路径（计划 §1.4）
docs/intake/flow-v1-intake.md	rewrite	docs/40_specs/data-intake/	M3	
docs/knowledge-base/00_start_here/2026-09-07-project-state-history.md	rewrite	docs/00_start_here/	M1	唯一入口上移 docs 层
docs/knowledge-base/00_start_here/AGENT_START_HERE.md	rewrite	docs/00_start_here/	M1	唯一入口上移 docs 层
docs/knowledge-base/00_start_here/PROJECT_STATE.md	rewrite	docs/00_start_here/	M1	唯一入口上移 docs 层
docs/knowledge-base/01_conversations/INDEX.md	rewrite	docs/knowledge-base/10_sources/	M2	索引并入来源层
docs/knowledge-base/01_conversations/readable/2026-09-02-positioning-accurate-financial-analysis.md	keep		M5	raw 可读化对应物，原位
docs/knowledge-base/01_conversations/readable/rollout-2026-08-28T14-41-27-01a0471a-1689-7270-8dc5-f2bf084e4db9.md	keep		M5	raw 可读化对应物，原位
docs/knowledge-base/01_conversations/readable/rollout-2026-08-29T14-00-01-01a0471a-1689-7270-8dc5-f2bf084e4db9_01a04c1a-86bd-7960-9db5-80ae486d1bd4.md	keep		M5	raw 可读化对应物，原位
docs/knowledge-base/02_research/2026-09-11-finance-knowledge-map.md	rewrite	docs/knowledge-base/10_sources/source_notes/	M2	知识地图与索引并入来源层
docs/knowledge-base/02_research/INDEX.md	rewrite	docs/knowledge-base/10_sources/source_notes/	M2	知识地图与索引并入来源层
docs/knowledge-base/02_research/synthesis/2026-08-29-Finance_Intelligence_OS_系统研究结论.md	move	docs/knowledge-base/10_sources/source_notes/	M2	研究综合移来源笔记
docs/knowledge-base/02_research/synthesis/2026-09-05-会计与财务指标知识库_设计草案.md	move	docs/knowledge-base/10_sources/source_notes/	M2	研究综合移来源笔记
docs/knowledge-base/02_research/synthesis/2026-09-05-指标库初始目录_v0_草案.md	move	docs/knowledge-base/10_sources/source_notes/	M2	研究综合移来源笔记
docs/knowledge-base/02_research/synthesis/2026-09-06-FineBI财务经营分析看板_架构借鉴分析.md	move	docs/knowledge-base/10_sources/source_notes/	M2	研究综合移来源笔记
docs/knowledge-base/02_research/synthesis/2026-09-06-经营分析轨数据定义_v0_草案.md	move	docs/knowledge-base/10_sources/source_notes/	M2	研究综合移来源笔记
docs/knowledge-base/02_research/synthesis/2026-09-06-财务分析十指标文章_借鉴升级清单.md	move	docs/knowledge-base/10_sources/source_notes/	M2	研究综合移来源笔记
docs/knowledge-base/02_research/synthesis/2026-09-07-reference-and-improvement-master.md	move	docs/knowledge-base/10_sources/source_notes/	M2	研究综合移来源笔记
docs/knowledge-base/02_research/synthesis/2026-09-09-15-models-assessment.md	move	docs/knowledge-base/10_sources/source_notes/	M2	研究综合移来源笔记
docs/knowledge-base/02_research/synthesis/2026-09-09-break-even-tool-assessment.md	move	docs/knowledge-base/10_sources/source_notes/	M2	研究综合移来源笔记
docs/knowledge-base/02_research/synthesis/2026-09-09-finance-cockpit-pbi-assessment.md	move	docs/knowledge-base/10_sources/source_notes/	M2	研究综合移来源笔记
docs/knowledge-base/02_research/synthesis/2026-09-09-metric-linkage-assessment.md	move	docs/knowledge-base/10_sources/source_notes/	M2	研究综合移来源笔记
docs/knowledge-base/02_research/synthesis/2026-09-09-open-source-bi-assessment.md	move	docs/knowledge-base/10_sources/source_notes/	M2	研究综合移来源笔记
docs/knowledge-base/02_research/synthesis/2026-09-09-operations-sop-assessment.md	move	docs/knowledge-base/10_sources/source_notes/	M2	研究综合移来源笔记
docs/knowledge-base/02_research/synthesis/2026-09-09-report-4steps-assessment.md	move	docs/knowledge-base/10_sources/source_notes/	M2	研究综合移来源笔记
docs/knowledge-base/02_research/synthesis/2026-09-11-25-indicators-assessment.md	move	docs/knowledge-base/10_sources/source_notes/	M2	研究综合移来源笔记
docs/knowledge-base/02_research/synthesis/2026-09-12-16-bp26-assessment.md	move	docs/knowledge-base/10_sources/source_notes/	M2	研究综合移来源笔记
docs/knowledge-base/02_research/synthesis/2026-09-12-17-bp-collaboration-assessment.md	move	docs/knowledge-base/10_sources/source_notes/	M2	研究综合移来源笔记
docs/knowledge-base/02_research/synthesis/2026-09-12-18-flash-report-assessment.md	move	docs/knowledge-base/10_sources/source_notes/	M2	研究综合移来源笔记
docs/knowledge-base/02_research/synthesis/2026-09-12-obsidian-internal-kb-assessment.md	move	docs/knowledge-base/10_sources/source_notes/	M2	研究综合移来源笔记
docs/knowledge-base/02_research/synthesis/2026-09-12-obsidian-scan/A-finance.md	move	docs/knowledge-base/10_sources/source_notes/	M2	研究综合移来源笔记
docs/knowledge-base/02_research/synthesis/2026-09-12-obsidian-scan/B-management.md	move	docs/knowledge-base/10_sources/source_notes/	M2	研究综合移来源笔记
docs/knowledge-base/02_research/synthesis/2026-09-12-obsidian-scan/C-logistics.md	move	docs/knowledge-base/10_sources/source_notes/	M2	研究综合移来源笔记
docs/knowledge-base/02_research/synthesis/2026-09-12-obsidian-scan/D-wiki.md	move	docs/knowledge-base/10_sources/source_notes/	M2	研究综合移来源笔记
docs/knowledge-base/02_research/synthesis/2026-09-12-obsidian-scan/W1-wechat-vertical.md	move	docs/knowledge-base/10_sources/source_notes/	M2	研究综合移来源笔记
docs/knowledge-base/02_research/synthesis/2026-09-12-obsidian-scan/W2-wechat-analysis.md	move	docs/knowledge-base/10_sources/source_notes/	M2	研究综合移来源笔记
docs/knowledge-base/02_research/synthesis/2026-09-12-obsidian-scan/W3-wechat-general.md	move	docs/knowledge-base/10_sources/source_notes/	M2	研究综合移来源笔记
docs/knowledge-base/02_research/synthesis/2026-09-12-obsidian-scan/W4-wechat-1546-snapshot.md	move	docs/knowledge-base/10_sources/source_notes/	M2	研究综合移来源笔记
docs/knowledge-base/02_research/synthesis/会计基础数据集_v0_草案.yaml	keep	docs/knowledge-base/02_research/synthesis/会计基础数据集_v0_草案.yaml	M5	机器消费者路径（计划 §1.4）
docs/knowledge-base/02_research/synthesis/指标库初始数据集_v0_草案.yaml	keep	docs/knowledge-base/02_research/synthesis/指标库初始数据集_v0_草案.yaml	M5	机器消费者路径（计划 §1.4）
docs/knowledge-base/03_assets/IMAGE_CATALOG.md	keep		M5	非不可变资产 M5 评估
docs/knowledge-base/03_assets/visual_prototypes/canonical-data-layer.html	keep		M5	非不可变资产 M5 评估
docs/knowledge-base/03_assets/visual_prototypes/dashboard-density-v2.html	keep		M5	非不可变资产 M5 评估
docs/knowledge-base/03_assets/visual_prototypes/excel-import-workflow.html	keep		M5	非不可变资产 M5 评估
docs/knowledge-base/03_assets/visual_prototypes/flow-v1-blueprint.html	keep		M5	非不可变资产 M5 评估
docs/knowledge-base/03_assets/visual_prototypes/information-architecture.html	keep		M5	非不可变资产 M5 评估
docs/knowledge-base/03_assets/visual_prototypes/investigation-evidence-v2.html	keep		M5	非不可变资产 M5 评估
docs/knowledge-base/03_assets/visual_prototypes/investigation-workspace.html	keep		M5	非不可变资产 M5 评估
docs/knowledge-base/03_assets/visual_prototypes/metric-library-v0-review.html	keep		M5	非不可变资产 M5 评估
docs/knowledge-base/03_assets/visual_prototypes/standard-excel-package-v2.html	keep		M5	非不可变资产 M5 评估
docs/knowledge-base/03_assets/visual_prototypes/standard-excel-package.html	keep		M5	非不可变资产 M5 评估
docs/knowledge-base/03_assets/visual_prototypes/unified-publishing.html	keep		M5	非不可变资产 M5 评估
docs/knowledge-base/03_assets/visual_prototypes/waiting-data-contract.html	keep		M5	非不可变资产 M5 评估
docs/knowledge-base/03_assets/visual_prototypes/waiting-template-scope.html	keep		M5	非不可变资产 M5 评估
docs/knowledge-base/04_decisions/CHANGE_IMPACT_MAP.md	rewrite	docs/10_governance/	M1	拆 DECISION_INDEX+单项决策
docs/knowledge-base/04_decisions/DECISION_LOG.md	rewrite	docs/10_governance/	M1	拆 DECISION_INDEX+单项决策
docs/knowledge-base/05_design/PROTOTYPE_INDEX.md	rewrite	docs/20_product/	M3	产品/架构文档拆分
docs/knowledge-base/06_sources/LINK_CATALOG.md	move	docs/knowledge-base/10_sources/	M2	
docs/knowledge-base/06_sources/SOURCE_CATALOG.md	move	docs/knowledge-base/10_sources/	M2	
docs/knowledge-base/06_sources/all_urls_extracted.txt	move	docs/knowledge-base/10_sources/	M2	
docs/knowledge-base/07_handoff/2026-09-07-machine-handoff-p03-plan.md	keep		M5	HANDOFF 目标位置（顶层 HANDOFF.md 迁入）
docs/knowledge-base/07_handoff/CONTINUATION_GUIDE.md	keep		M5	HANDOFF 目标位置（顶层 HANDOFF.md 迁入）
docs/knowledge-base/07_handoff/RESTART_PROMPTS.md	keep		M5	HANDOFF 目标位置（顶层 HANDOFF.md 迁入）
docs/knowledge-base/08_wechat_sources/HANDOFF.md	keep		M2	已移交微信材料；建议 M2 追加 immutable delta 并入来源登记
docs/knowledge-base/08_wechat_sources/INDEX.md	keep		M2	已移交微信材料；建议 M2 追加 immutable delta 并入来源登记
